16,"RT @taegiveaway: 📢 Fintoch's Asia-Pacific market event will be grandly opened on November 3 at the Genting Hotel in Malaysia. 

🚀 Let‘s loo…","rt taegiveaway  fintochs asiapacific market event will be grandly opened on november 3 at the genting hotel in malaysia 

 let‘s loo…",False,98.62%
17,"RT @must_biafra: IPOB is self finance and we shall remain self finance until Biafra comes
Mazi Chika Edoziem
 IPOB HOD
09/11/2022 https://t…","rt mustbiafra ipob is self finance and we shall remain self finance until biafra comes
mazi chika edoziem ipob hod
09112022 httpst…",False,98.89%
18,"RT @SydniAmaka: IPOB is self finance and we shall remain self finance until Biafra comes.

--Mazi Chika Edoziem IPOB, HODOS 9/11/2022","rt sydniamaka ipob is self finance and we shall remain self finance until biafra comes

mazi chika edoziem ipob hodos 9112022",False,99.44%
19,"RT @karenkho: I don't report on finance anymore, but please do not connect your bank account to Twitter",rt karenkho i dont report on finance anymore but please do not connect your bank account to twitter,True,99.45%
20,$WBS - Webster Financial: Outlook Remains Bright For Both Loan Growth And Margin Expansion. https://t.co/JH0BjMkG49… https://t.co/r5An7WQIFu,wbs  webster financial outlook remains bright for both loan growth and margin expansion httpstcojh0bjmkg49 httpstcor5an7wqifu,True,98.62%
21,"RT @CalamusFinance: 🏵 CALAMUS MASSIVE AIRDROP CAMPAIGN 🏵

🎉Calamus Finance Airdrop Campaign for our community members ⚡️
‼️ Not just this o…","rt calamusfinance  calamus massive airdrop campaign 

calamus finance airdrop campaign for our community members 
‼ not just this o…",True,98.89%
22,RT @3NewsGH: Here's an explainer by @JudithTandoh on what processes are involved in Parliament's vote of censure for the removal of Finance…,rt 3newsgh heres an explainer by judithtandoh on what processes are involved in parliaments vote of censure for the removal of finance…,True,99.44%
23,"Tchinical Analisys Update #10Nov2022 13:01
Stock : #MOTHERSUMI
30 Min RSI :58.68
30 Min RSI Comment :Strong with Po… https://t.co/0tm20VugCY","tchinical analisys update 10nov2022 1301
stock  mothersumi
30 min rsi 5868
30 min rsi comment strong with po httpstco0tm20vugcy",True,99.45%
24,"RT @taegiveaway: 📢 Fintoch's Asia-Pacific market event will be grandly opened on November 3 at the Genting Hotel in Malaysia. 

🚀 Let‘s loo…","rt taegiveaway  fintochs asiapacific market event will be grandly opened on november 3 at the genting hotel in malaysia 

 let‘s loo…",True,98.62%
25,"Fall semester just began! Need help with your course work?
✓Essay due 
✓Paper Pay
✓finance 
#100DaysOfCode
✓Economi… https://t.co/3Vt2eX7a4P","fall semester just began need help with your course work
essay due 
paper pay
finance 
100daysofcode
economi httpstco3vt2ex7a4p",True,98.89%
26,RT @epocalibera: #Greece's former Finance Minister Yanis Varoufakis and his wife Danae Stratou join the big anti-government rally during th…,rt epocalibera greeces former finance minister yanis varoufakis and his wife danae stratou join the big antigovernment rally during th…,True,99.44%
27,RT @Mediaguy19: Your gentle reminder that Tesla shares was used to finance #TwitterTakeover https://t.co/cwmIGNG6pH,rt mediaguy19 your gentle reminder that tesla shares was used to finance twittertakeover httpstcocwmigng6ph,True,99.45%
28,"Fall semester just began! Need help with your course work?
✓Essay due 
✓Paper Pay
✓finance 
#100DaysOfCode
✓Economi… https://t.co/RFdo8i416r","fall semester just began need help with your course work
essay due 
paper pay
finance 
100daysofcode
economi httpstcorfdo8i416r",True,98.62%
29,"👋APPLY | DWF Angola, Luanda https://t.co/OfQYC3VWqA
We're looking for 4x candidates to join our Angola team in our… https://t.co/LBIsgfxRmE","apply  dwf angola luanda httpstcoofqyc3vwqa
were looking for 4x candidates to join our angola team in our httpstcolbisgfxrme",False,98.89%
30,"Wynn Resorts narrows Q3 loss despite fall in revenue
https://t.co/NZmSCiT68W https://t.co/iX770WM6AY","wynn resorts narrows q3 loss despite fall in revenue
httpstconzmscit68w httpstcoix770wm6ay",False,99.44%
31,"RT @miaamormottley: It was truly my privilege today to join the First Minister of Scotland @NicolaSturgeon, WTO Director-General @NOIweala,…",rt miaamormottley it was truly my privilege today to join the first minister of scotland nicolasturgeon wto directorgeneral noiweala…,False,99.45%
32,"RT @abelfinance: Launching 🌱 ABEL Finance on 🌈​ @crew3xyz    

We are super excited to integrate Crew3 for our community events

We want to…","rt abelfinance launching  abel finance on  crew3xyz    

we are super excited to integrate crew3 for our community events

we want to…",False,98.62%
33,"RT @izzyb0i: 📢 Fintoch's Asia-Pacific market event will be grandly opened on November 3 at the Genting Hotel in Malaysia. 

🚀 Let‘s look fo…","rt izzyb0i  fintochs asiapacific market event will be grandly opened on november 3 at the genting hotel in malaysia 

 let‘s look fo…",False,98.89%
34,"NEW WHALE ALERT
$2.77M worth of USDC borrowed on Euler!

Check it out:
https://t.co/h4xG34fzP3
https://t.co/YlYSSpeLd6","new whale alert
277m worth of usdc borrowed on euler

check it out
httpstcoh4xg34fzp3
httpstcoylysspeld6",False,99.44%
35,"@pankaj_mota Hello Pankaj,
Greetings from Poonawalla Fincorp!
For your queries regarding products from Poonawalla H… https://t.co/pwkRpKhHfj","pankajmota hello pankaj
greetings from poonawalla fincorp
for your queries regarding products from poonawalla h httpstcopwkrpkhhfj",False,99.45%
36,"@Kynsofficial at the moment no resources to start up with, it's just plans but no finance to fund myself.",kynsofficial at the moment no resources to start up with its just plans but no finance to fund myself,False,98.62%
37,"“The needs of island nations are not being met in the one size fits all approach to climate finance,” said Rabab Fa… https://t.co/4Juy8tfYH3",“the needs of island nations are not being met in the one size fits all approach to climate finance said rabab fa httpstco4juy8tfyh3,False,98.89%
38,Grow u’r mind about u’r Personal Finance’s! https://t.co/nzw2yqjEXU,grow u’r mind about u’r personal finance’s httpstconzw2yqjexu,False,99.44%
39,RT @vngalwana: Speaking for myself (as always) I’ve never felt more like being back deep in 1980s apartheid SA in post-1990 South Africa th…,rt vngalwana speaking for myself as always i’ve never felt more like being back deep in 1980s apartheid sa in post1990 south africa th…,False,99.45%
40,"RT @QiDaoProtocol: ✨🔴QiDao @optimismFND x Galxe Quest is live! 🔴✨

1⃣ Learn about $MAI and https://t.co/mbwKhyBtpz
2⃣Test your knowledge
3⃣…","rt qidaoprotocol qidao optimismfnd x galxe quest is live 

1 learn about mai and httpstcombwkhybtpz
2⃣test your knowledge
3⃣…",False,98.62%
41,"6/

$CAI is rebalanced on a monthly basis, is open for investment 24/7 (365), without any lockups or withdrawal fre… https://t.co/vyrGtLYM8b","6

cai is rebalanced on a monthly basis is open for investment 247 365 without any lockups or withdrawal fre httpstcovyrgtlym8b",False,98.89%
42,"RT @taegiveaway: 📢 Fintoch's Asia-Pacific market event will be grandly opened on November 3 at the Genting Hotel in Malaysia. 

🚀 Let‘s loo…","rt taegiveaway  fintochs asiapacific market event will be grandly opened on november 3 at the genting hotel in malaysia 

 let‘s loo…",False,99.44%
43,"RT @elegant_write: Hit me up for:

Projects
Finance
homework
Biology
Physics
Ecology
Programming
accounting
English
engineering
calculus
Mu…","rt elegantwrite hit me up for

projects
finance
homework
biology
physics
ecology
programming
accounting
english
engineering
calculus
mu…",True,99.45%
44,"RT @AptosLabSupport: 🏆#Binance will fully acquire FTX and support $APT Token

Binance will Open LaunchPool $APT soon

🎉 Buy $APT - Min 0.2…","rt aptoslabsupport binance will fully acquire ftx and support apt token

binance will open launchpool apt soon

 buy apt  min 02…",True,98.62%
45,"@CommBank_ID @Levi79745313 Hi, @CommBank Australia ignore me after the bank caused me to lose my home and deposit.… https://t.co/CBTLWskZZ2",commbankid levi79745313 hi commbank australia ignore me after the bank caused me to lose my home and deposit httpstcocbtlwskzz2,True,98.89%
46,"RT @PizToken: When will the pre-sale and airdrop tokens be traded?
please learn Token Economics and Pre-sale
👉https://t.co/j4qgRfasjV

Pizz…","rt piztoken when will the presale and airdrop tokens be traded
please learn token economics and presale
httpstcoj4qgrfasjv

pizz…",True,99.44%
47,"RT @Reef_Chain: 🐠 Reef October 2022 Recap!

New month, new accomplishments and Reef expands continuously for Making Web3.0 accessible to th…","rt reefchain  reef october 2022 recap

new month new accomplishments and reef expands continuously for making web30 accessible to th…",True,99.45%
48,"@whyHeroNumber4 @AnfieldEdition I'm still rolling at this clear lie for the internet, i work in finance. Bro, what… https://t.co/3gWwyGan4Z",whyheronumber4 anfieldedition im still rolling at this clear lie for the internet i work in finance bro what httpstco3gwwygan4z,True,98.62%
49,@near_insider @NEARProtocol @awesome_near @omomo_finance @TENAMINTCARDS @burrito_battle @Terraspaces @BlockSecTeam… https://t.co/0bdXKBzewC,nearinsider nearprotocol awesomenear omomofinance tenamintcards burritobattle terraspaces blocksecteam httpstco0bdxkbzewc,True,98.89%
50,"RT @MJibranNasir: A brilliant synopsis of the problem by @MiftahIsmail but ""a new social contract"" is a vague answer given by everyone be i…",rt mjibrannasir a brilliant synopsis of the problem by miftahismail but a new social contract is a vague answer given by everyone be i…,True,99.44%
51,"@LEND_finance @SecondLiveReal @TENfinance Good project
@MDSagor39538213 
@MDMONIB9 
@Sumon71662884","lendfinance secondlivereal tenfinance good project
mdsagor39538213 
mdmonib9 
sumon71662884",True,99.45%
52,"RT @AlanKohler: My @abcnews finance update, with some graphs of last night's crypto bin fire/shit storm
https://t.co/JjiXW43r89","rt alankohler my abcnews finance update with some graphs of last nights crypto bin fireshit storm
httpstcojjixw43r89",True,98.62%
53,@MyLatinLife Tough in most cases to finance though which changes the game. Interest rate super high for locals too.… https://t.co/JBor1fiZoj,mylatinlife tough in most cases to finance though which changes the game interest rate super high for locals too httpstcojbor1fizoj,True,98.89%
54,"5/

✅Security requirements:

The project must have been audited by #smartcontract security professionals with the a… https://t.co/oKb75MzDVi","5

security requirements

the project must have been audited by smartcontract security professionals with the a httpstcookb75mzdvi",True,99.44%
55,"RT @cadenjara: DO NOT buy Twitter Blue

Instead, invest the $8 per month into an index fund that yields 6% per year

You will have $189,212…","rt cadenjara do not buy twitter blue

instead invest the 8 per month into an index fund that yields 6 per year

you will have 189212…",True,99.45%
56,RT @vngalwana: Speaking for myself (as always) I’ve never felt more like being back deep in 1980s apartheid SA in post-1990 South Africa th…,rt vngalwana speaking for myself as always i’ve never felt more like being back deep in 1980s apartheid sa in post1990 south africa th…,True,98.62%
57,"RT @furrincrypto: 📢 Fintoch's Asia-Pacific market event will be grandly opened on November 3 at the Genting Hotel in Malaysia. 

🚀 Let‘s lo…","rt furrincrypto  fintochs asiapacific market event will be grandly opened on november 3 at the genting hotel in malaysia 

 let‘s lo…",True,98.89%
58,"Financial resources are needed to address climate change. 💰🌍

@antonioguterres called on actions to:
⬆️ Renewable e… https://t.co/D4RDKcXIkO","financial resources are needed to address climate change 

antonioguterres called on actions to
 renewable e httpstcod4rdkcxiko",True,99.44%
59,"RT @poker_vegas: We are already at pinksale, soon we will be online, stay tuned

https://t.co/jJ7J4qg0j4

#PokerVegas #pokerlife #poker #Op…","rt pokervegas we are already at pinksale soon we will be online stay tuned

httpstcojj7j4qg0j4

pokervegas pokerlife poker op…",True,99.45%
